DATE,TIME,BOROUGH,ZIP_CODE,LATITUDE,LONGITUDE,LOCATION,ON_STREET_NAME,CROSS_STREET_NAME,OFF_STREET_NAME,NUMBER_OF_PERSONS_INJURED,NUMBER_OF_PERSONS_KILLED,NUMBER_OF_PEDESTRIANS_INJURED,NUMBER_OF_PEDESTRIANS_KILLED,NUMBER_OF_CYCLIST_INJURED,NUMBER_OF_CYCLIST_KILLED,NUMBER_OF_MOTORIST_INJURED,NUMBER_OF_MOTORIST_KILLED,CONTRIBUTING_FACTOR_VEHICLE_1,CONTRIBUTING_FACTOR_VEHICLE_2,CONTRIBUTING_FACTOR_VEHICLE_3,CONTRIBUTING_FACTOR_VEHICLE_4,CONTRIBUTING_FACTOR_VEHICLE_5,UNIQUE_KEY,VEHICLE_TYPE_CODE_1,VEHICLE_TYPE_CODE_2,VEHICLE_TYPE_CODE_3,VEHICLE_TYPE_CODE_4,VEHICLE_TYPE_CODE_5
04/10/2018,15:04,BROOKLYN,11209,40.6256,-74.03608,"(40.6256, -74.03608)",85 STREET                       ,COLONIAL ROAD,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,Unspecified,Unspecified,,3878892,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
04/10/2018,15:10,QUEENS,11415,40.70406,-73.82445,"(40.70406, -73.82445)",METROPOLITAN AVENUE             ,127 STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3879187,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/10/2018,15:10,,,40.778614,-73.83977,"(40.778614, -73.83977)",23 AVENUE                       ,,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,3878164,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/10/2018,15:15,BROOKLYN,11203,40.653564,-73.934494,"(40.653564, -73.934494)",EAST 46 STREET                  ,LINDEN BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3878529,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/10/2018,15:15,MANHATTAN,10007,40.713814,-74.00558,"(40.713814, -74.00558)",,,52        CHAMBERS STREET               ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3878292,TAXI,,,,
04/10/2018,15:15,MANHATTAN,10035,40.80256,-73.943,"(40.80256, -73.943)",MADISON AVENUE                  ,EAST 120 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3878214,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/10/2018,15:15,,,40.80777,-73.94549,"(40.80777, -73.94549)",WEST 125 STREET                 ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3878909,BU,PASSENGER VEHICLE,,,
04/10/2018,15:15,MANHATTAN,10007,40.713814,-74.00558,"(40.713814, -74.00558)",,,52        CHAMBERS STREET               ,1,0,0,0,0,0,1,0,Fatigued/Drowsy,Unspecified,,,,3878293,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,15:15,QUEENS,11358,40.753838,-73.805824,"(40.753838, -73.805824)",161 STREET                      ,46 AVENUE,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3878169,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,15:15,,,40.686577,-73.947464,"(40.686577, -73.947464)",GATES AVENUE                    ,,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3879140,PASSENGER VEHICLE,,,,
04/10/2018,15:18,STATEN ISLAND,10306,40.569195,-74.11104,"(40.569195, -74.11104)",,,2562      HYLAN BOULEVARD               ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3878078,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,15:18,STATEN ISLAND,10306,40.580917,-74.10272,"(40.580917, -74.10272)",HUSSON STREET                   ,HUNTER AVENUE,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,,,3878093,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
04/10/2018,15:19,BRONX,10463,40.885498,-73.90167,"(40.885498, -73.90167)",,,276       WEST 238 STREET               ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3878827,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/10/2018,15:20,BROOKLYN,11233,40.677338,-73.927536,"(40.677338, -73.927536)",ATLANTIC AVENUE                 ,ROCHESTER AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3879250,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/10/2018,15:20,MANHATTAN,10006,40.706993,-74.012344,"(40.706993, -74.012344)",,,61        BROADWAY                      ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3878285,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,15:30,BROOKLYN,11206,40.694077,-73.94734,"(40.694077, -73.94734)",,,554       WILLOUGHBY AVENUE             ,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3879217,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/10/2018,15:30,BROOKLYN,11232,40.65263,-74.00618,"(40.65263, -74.00618)",39 STREET                       ,4 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,,,,,3878279,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/10/2018,15:30,QUEENS,11354,40.757183,-73.83396,"(40.757183, -73.83396)",COLLEGE POINT BOULEVARD         ,40 ROAD,,0,0,0,0,0,0,0,0,Unspecified,,,,,3878165,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/10/2018,15:30,QUEENS,11419,40.694862,-73.81842,"(40.694862, -73.81842)",95 AVENUE                       ,130 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3878158,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/10/2018,15:30,,,40.734497,-73.72287,"(40.734497, -73.72287)",CROSS ISLAND PARKWAY            ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3878142,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/10/2018,15:30,QUEENS,11434,40.664017,-73.7686,"(40.664017, -73.7686)",BREWER BOULEVARD                ,FARMERS BOULEVARD,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3878140,SPORT UTILITY / STATION WAGON,,,,
04/10/2018,15:35,BROOKLYN,11229,40.599056,-73.95428,"(40.599056, -73.95428)",,,1714      AVENUE U                      ,0,0,0,0,0,0,0,0,Glare,Unspecified,,,,3878191,DELIV,SPORT UTILITY / STATION WAGON,,,
04/10/2018,15:40,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3878349,FB,SPORT UTILITY / STATION WAGON,,,
04/10/2018,15:40,BROOKLYN,11231,40.672802,-74.00666,"(40.672802, -74.00666)",BAY STREET                      ,HICKS STREET,,1,0,0,0,1,0,0,0,Turning Improperly,Unspecified,,,,3879047,BICYCLE,PASSENGER VEHICLE,,,
04/10/2018,15:45,BRONX,10451,40.826427,-73.9118,"(40.826427, -73.9118)",BROOK AVENUE                    ,EAST 164 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3878538,PASSENGER VEHICLE,,,,
04/10/2018,15:50,STATEN ISLAND,10306,40.571583,-74.10864,"(40.571583, -74.10864)",HYLAN BOULEVARD                 ,BACHE AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3878210,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,15:50,BROOKLYN,11208,40.677498,-73.87149,"(40.677498, -73.87149)",CONDUIT BOULEVARD               ,PINE STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3879523,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,16:00,BRONX,10465,40.832638,-73.8287,"(40.832638, -73.8287)",,,2880      BRUCKNER BOULEVARD            ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3878922,TAXI,SPORT UTILITY / STATION WAGON,,,
04/10/2018,16:00,BROOKLYN,11223,40.595413,-73.983055,"(40.595413, -73.983055)",86 STREET                       ,WEST 12 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3878960,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/10/2018,16:00,BROOKLYN,11228,40.62094,-74.01037,"(40.62094, -74.01037)",,,7602      12 AVENUE                     ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3878886,SPORT UTILITY / STATION WAGON,,,,
04/10/2018,16:00,QUEENS,11103,40.765102,-73.91291,"(40.765102, -73.91291)",28 AVENUE                       ,41 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3879123,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/10/2018,16:00,QUEENS,11358,40.762295,-73.79335,"(40.762295, -73.79335)",37 AVENUE                       ,UTOPIA PARKWAY,,0,0,0,0,0,0,0,0,Unspecified,,,,,3878315,PASSENGER VEHICLE,,,,
04/10/2018,16:00,QUEENS,11432,40.710354,-73.79283,"(40.710354, -73.79283)",,,87-81     169 STREET                    ,0,0,0,0,0,0,0,0,Unspecified,,,,,3879766,SPORT UTILITY / STATION WAGON,RF,,,
04/10/2018,16:00,,,40.737682,-73.85206,"(40.737682, -73.85206)",HORACE HARDING EXPRESSWAY       ,108 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3878270,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,16:00,,,,,,,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,Unspecified,,,3878097,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
04/10/2018,16:00,MANHATTAN,10128,40.78722,-73.95627,"(40.78722, -73.95627)",5 AVENUE                        ,EAST 95 STREET,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3878530,SPORT UTILITY / STATION WAGON,,,,
04/10/2018,16:00,QUEENS,11105,40.769817,-73.90177,"(40.769817, -73.90177)",DITMARS BOULEVARD               ,47 STREET,,2,0,0,0,0,0,2,0,Following Too Closely,Failure to Yield Right-of-Way,,,,3879141,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/10/2018,16:00,BROOKLYN,11222,40.72042,-73.939705,"(40.72042, -73.939705)",DIVISION PLACE                  ,DEBEVOISE AVENUE,,3,0,0,0,0,0,3,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,,,3878761,TK,PASSENGER VEHICLE,PASSENGER VEHICLE,,
04/10/2018,16:02,MANHATTAN,10002,40.723648,-73.99103,"(40.723648, -73.99103)",CHRYSTIE STREET                 ,EAST HOUSTON STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3878541,VN,PICK-UP TRUCK,,,
04/10/2018,16:03,,,40.89163,-73.85184,"(40.89163, -73.85184)",BRONXWOOD AVENUE                ,EAST 233 STREET,,1,0,1,0,0,0,0,0,,,,,,3879235,,,,,
04/10/2018,16:07,,,,,,EASTCHESTER ROAD                ,PELHAM PARKWAY SOUTH,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Oversized Vehicle,,,,3879160,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/10/2018,16:09,BRONX,10455,40.81887,-73.9141,"(40.81887, -73.9141)",,,3036      3 AVENUE                      ,0,0,0,0,0,0,0,0,Other Vehicular,,,,,3878159,PASSENGER VEHICLE,,,,
04/10/2018,16:09,,,40.820053,-73.92666,"(40.820053, -73.92666)",GRAND CONCOURSE                 ,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3878932,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/10/2018,16:10,QUEENS,11101,40.752975,-73.91024,"(40.752975, -73.91024)",NORTHERN BOULEVARD              ,51 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3879133,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/10/2018,16:10,QUEENS,11435,40.696167,-73.8045,"(40.696167, -73.8045)",LIBERTY AVENUE                  ,SUTPHIN BOULEVARD,,3,0,0,0,0,0,3,0,Traffic Control Disregarded,Unspecified,Unspecified,,,3879771,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
04/10/2018,16:11,BROOKLYN,11234,40.62498,-73.913956,"(40.62498, -73.913956)",,,1262      EAST 70 STREET                ,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3878444,SPORT UTILITY / STATION WAGON,,,,
04/10/2018,16:14,BRONX,10463,40.884575,-73.89889,"(40.884575, -73.89889)",WEST 238 STREET                 ,PUTNAM AVENUE WEST,,0,0,0,0,0,0,0,0,Backing Unsafely,Following Too Closely,,,,3878824,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,16:14,,,40.837124,-73.909645,"(40.837124, -73.909645)",FINDLAY AVENUE                  ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3878934,BU,SPORT UTILITY / STATION WAGON,,,
04/10/2018,16:15,BROOKLYN,11206,40.700527,-73.94161,"(40.700527, -73.94161)",,,760       BROADWAY                      ,0,0,0,0,0,0,0,0,,,,,,3879132,,,,,
04/10/2018,16:15,BROOKLYN,11210,40.62854,-73.95304,"(40.62854, -73.95304)",AVENUE I                        ,EAST 24 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3879178,PASSENGER VEHICLE,BU,,,
04/10/2018,16:15,BROOKLYN,11213,40.66747,-73.9396,"(40.66747, -73.9396)",PRESIDENT STREET                ,ALBANY AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3879115,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,16:15,,,40.890675,-73.89777,"(40.890675, -73.89777)",MANHATTAN COLLEGE PARKWAY       ,BROADWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3878818,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/10/2018,16:20,BRONX,10451,40.81566,-73.92481,"(40.81566, -73.92481)",EAST 144 STREET                 ,EAST 143 STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,Unspecified,,,3878168,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,BU,,
04/10/2018,16:20,STATEN ISLAND,10306,40.580727,-74.0991,"(40.580727, -74.0991)",HYLAN BOULEVARD                 ,HULL AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3878211,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/10/2018,16:25,BROOKLYN,11211,40.71406,-73.95292,"(40.71406, -73.95292)",RODNEY STREET                   ,METROPOLITAN AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3878334,SPORT UTILITY / STATION WAGON,TK,,,
04/10/2018,16:27,BRONX,10469,40.87673,-73.847305,"(40.87673, -73.847305)",BOSTON ROAD                     ,CORSA AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3878695,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,16:27,BRONX,10471,40.908283,-73.90274,"(40.908283, -73.90274)",DELAFIELD AVENUE                ,WEST 260 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3878825,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/10/2018,16:30,BRONX,10461,40.848644,-73.84496,"(40.848644, -73.84496)",,,1776      EASTCHESTER ROAD              ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3879152,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/10/2018,16:30,MANHATTAN,10031,40.817593,-73.95319,"(40.817593, -73.95319)",WEST 133 STREET                 ,AMSTERDAM AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3879213,PASSENGER VEHICLE,BU,,,
04/10/2018,16:30,QUEENS,11105,40.774693,-73.912476,"(40.774693, -73.912476)",,,22-72     31 STREET                     ,0,0,0,0,0,0,0,0,Unspecified,,,,,3879545,SPORT UTILITY / STATION WAGON,,,,
04/10/2018,16:30,,,40.713135,-74.00407,"(40.713135, -74.00407)",CHAMBERS STREET                 ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3878290,VN,PASSENGER VEHICLE,,,
04/10/2018,16:30,,,40.820435,-73.93624,"(40.820435, -73.93624)",LENOX AVENUE                    ,,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3878870,PASSENGER VEHICLE,,,,
04/10/2018,16:35,BROOKLYN,11206,40.697506,-73.946724,"(40.697506, -73.946724)",,,62        TOMPKINS AVENUE               ,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3879142,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/10/2018,16:39,,,40.596226,-74.1674,"(40.596226, -74.1674)",,,48        MULBERRY AVENUE               ,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3878935,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/10/2018,16:40,MANHATTAN,10027,40.814144,-73.95571,"(40.814144, -73.95571)",WEST 126 STREET                 ,AMSTERDAM AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3879206,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,16:41,STATEN ISLAND,10306,40.56894,-74.15035,"(40.56894, -74.15035)",ARTHUR KILL ROAD                ,NEWVALE AVENUE,,0,0,0,0,0,0,0,0,Failure to Keep Right,Failure to Keep Right,,,,3878209,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/10/2018,16:45,BROOKLYN,11201,40.69613,-73.987114,"(40.69613, -73.987114)",TILLARY STREET                  ,JAY STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3878107,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/10/2018,16:45,BROOKLYN,11210,40.623554,-73.953995,"(40.623554, -73.953995)",AVENUE K                        ,EAST 22 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3878553,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,16:49,BROOKLYN,11217,40.68876,-73.98085,"(40.68876, -73.98085)",FLATBUSH AVENUE                 ,NEVINS STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3878812,BU,BU,,,
04/10/2018,16:50,BROOKLYN,11213,40.670677,-73.93289,"(40.670677, -73.93289)",,,1366      SAINT JOHNS PLACE             ,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3879251,SPORT UTILITY / STATION WAGON,BICYCLE,,,
04/10/2018,16:55,,,40.618057,-74.157646,"(40.618057, -74.157646)",,,36        COMSTOCK AVENUE               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3878930,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
04/10/2018,16:59,,,40.7666,-73.89117,"(40.7666, -73.89117)",78 STREET                       ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3879124,TAXI,PASSENGER VEHICLE,,,
04/10/2018,8:30,,,,,,LIE OUTER ROADWAY (CDR)         ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3878430,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,17:00,BRONX,10473,40.820877,-73.8667,"(40.820877, -73.8667)",ROSEDALE AVENUE                 ,LAFAYETTE AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3878131,PASSENGER VEHICLE,,,,
04/10/2018,17:00,BROOKLYN,11204,40.616356,-73.97786,"(40.616356, -73.97786)",,,2217      60 STREET                     ,0,0,0,0,0,0,0,0,Unspecified,,,,,3878842,SPORT UTILITY / STATION WAGON,,,,
04/10/2018,17:00,BROOKLYN,11207,40.649326,-73.87844,"(40.649326, -73.87844)",SCHROEDERS AVENUE               ,VAN SICLEN AVENUE,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3878113,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,17:00,BROOKLYN,11226,40.635933,-73.96249,"(40.635933, -73.96249)",EAST 16 STREET                  ,NEWKIRK AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3879173,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/10/2018,17:00,QUEENS,11365,40.741848,-73.78209,"(40.741848, -73.78209)",HORACE HARDING EXPRESSWAY       ,194 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3878083,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/10/2018,17:00,QUEENS,11411,40.697838,-73.72862,"(40.697838, -73.72862)",,,114-130   230 STREET                    ,0,0,0,0,0,0,0,0,,,,,,3879082,,,,,
04/10/2018,17:03,MANHATTAN,10017,40.751884,-73.96759,"(40.751884, -73.96759)",EAST 47 STREET                  ,1 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3878785,DP,BICYCLE,,,
04/10/2018,17:07,,,40.805073,-73.92331,"(40.805073, -73.92331)",WILLIS AVENUE BRIDGE APPROACH   ,BRUCKNER BOULEVARD,,0,0,0,0,0,0,0,0,Following Too Closely,,,,,3878177,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/10/2018,17:10,MANHATTAN,10030,40.82016,-73.94151,"(40.82016, -73.94151)",,,231       WEST 142 STREET               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3878878,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,17:15,QUEENS,11419,40.69065,-73.81033,"(40.69065, -73.81033)",VANWYCK EXPRESSWAY              ,105 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3878286,PICK-UP TRUCK,PASSENGER VEHICLE,,,
04/10/2018,17:20,BRONX,10458,40.858948,-73.89782,"(40.858948, -73.89782)",,,257       EAST 184 STREET               ,0,0,0,0,0,0,0,0,Unspecified,,,,,3879183,PASSENGER VEHICLE,,,,
04/10/2018,17:20,MANHATTAN,10282,,,,,,221       NORTH END AVENUE              ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3878284,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/10/2018,17:20,,,40.74709,-73.76325,"(40.74709, -73.76325)",LONG ISLAND EXPRESSWAY          ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3878104,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/10/2018,17:20,,,40.592083,-73.78571,"(40.592083, -73.78571)",ROCKAWAY BEACH BOULEVARD        ,,,1,0,0,0,0,0,1,0,Following Too Closely,Following Too Closely,Unspecified,,,3878127,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
04/10/2018,17:23,,,40.63079,-73.94552,"(40.63079, -73.94552)",FLATBUSH AVENUE                 ,EAST 32 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3879320,PASSENGER VEHICLE,,,,
04/10/2018,17:24,BRONX,10455,40.817722,-73.90435,"(40.817722, -73.90435)",,,800       EAST 156 STREET               ,1,0,1,0,0,0,0,0,Unspecified,,,,,3878179,PASSENGER VEHICLE,,,,
04/10/2018,17:25,STATEN ISLAND,10304,40.596046,-74.09987,"(40.596046, -74.09987)",CHAPIN AVENUE                   ,DUTCHESS AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3879372,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/10/2018,17:30,BRONX,10454,40.80935,-73.92346,"(40.80935, -73.92346)",,,389       EAST 138 STREET               ,0,0,0,0,0,0,0,0,Backing Unsafely,,,,,3878170,SPORT UTILITY / STATION WAGON,,,,
04/10/2018,17:30,,,40.722343,-73.77717,"(40.722343, -73.77717)",GRAND CENTRAL PKWY              ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3878081,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/10/2018,17:30,,,40.85482,-73.9112,"(40.85482, -73.9112)",UNIVERSITY AVENUE               ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3879453,SPORT UTILITY / STATION WAGON,,,,
04/10/2018,17:30,,,40.690453,-73.91176,"(40.690453, -73.91176)",CENTRAL AVENUE                  ,,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3878200,PASSENGER VEHICLE,BICYCLE,,,
04/10/2018,17:33,,,40.766685,-73.892136,"(40.766685, -73.892136)",77 STREET                       ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3878877,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/10/2018,17:35,BROOKLYN,11210,40.61403,-73.94931,"(40.61403, -73.94931)",BEDFORD AVENUE                  ,AVENUE O,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3879712,PASSENGER VEHICLE,BICYCLE,,,
04/10/2018,17:36,,,40.60143,-74.13026,"(40.60143, -74.13026)",WELLBROOK AVENUE                ,HAROLD STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3878936,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
03/20/2018,23:24,,,,,,OCEAN AVENUE                    ,,,1,0,0,0,0,0,1,0,Unspecified,,,,,3866869,PASSENGER VEHICLE,,,,
04/10/2018,17:37,STATEN ISLAND,10305,40.613026,-74.07163,"(40.613026, -74.07163)",,,519       TOMPKINS AVENUE               ,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3879800,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,17:40,BROOKLYN,11220,40.6374,-74.01116,"(40.6374, -74.01116)",59 STREET                       ,7 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3878280,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,17:40,STATEN ISLAND,10304,40.630318,-74.08683,"(40.630318, -74.08683)",LOUIS STREET                    ,HOWARD AVENUE,,0,0,0,0,0,0,0,0,Unsafe Speed,Failure to Yield Right-of-Way,,,,3879054,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2018,17:40,BROOKLYN,11219,40.63404,-74.002556,"(40.63404, -74.002556)",,,1033      57 STREET                     ,1,0,0,0,1,0,0,0,Unspecified,,,,,3878331,PICK-UP TRUCK,BICYCLE,,,
04/10/2018,17:42,QUEENS,11691,40.609535,-73.75372,"(40.609535, -73.75372)",BEACH CHANNEL DRIVE             ,HASSOCK STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,3878129,PASSENGER VEHICLE,,,,
